time,x,y,z
87.28505,-0.025051704,-0.0050039855,-0.020860123
87.30158,-0.025299402,-0.0055209333,-0.019673843
87.3182,-0.025927616,-0.0067365393,-0.01832219
87.335045,-0.0262669,-0.006921461,-0.017111726
87.35145,-0.026431952,-0.006941235,-0.016532807
87.36812,-0.027024465,-0.007813781,-0.015381754
87.384964,-0.027507737,-0.008529495,-0.014745781
87.40183,-0.028118717,-0.009386634,-0.013586969
87.41847,-0.02850935,-0.009466429,-0.012641174
87.43491,-0.029335419,-0.009832525,-0.0121794585
87.45159,-0.02993509,-0.010926855,-0.011136036
87.468315,-0.030419009,-0.011274576,-0.010221085
87.48482,-0.031183615,-0.011168728,-0.0098548215
87.501785,-0.031698335,-0.0112344595,-0.009190445
87.51805,-0.031734943,-0.0114627,-0.008806816
87.53516,-0.032904033,-0.011926614,-0.008106428
87.55146,-0.03357901,-0.011817283,-0.0076743914
87.5686,-0.03455105,-0.011442039,-0.0073462753
87.58481,-0.035340942,-0.011706783,-0.0071660904
87.60164,-0.036316246,-0.012043858,-0.006867622
87.6187,-0.03707055,-0.01143122,-0.006843295
87.63475,-0.038014226,-0.010797188,-0.0069228117
87.6516,-0.0388273,-0.010718198,-0.006926236
87.66816,-0.039552744,-0.010728165,-0.0069348346
87.68469,-0.04025518,-0.010740711,-0.0070166513
87.70139,-0.04114285,-0.010297761,-0.007427309
87.718254,-0.04156748,-0.010148165,-0.007886262
87.734726,-0.041630402,-0.01029075,-0.008063126
87.75141,-0.0421502,-0.010069084,-0.008509217
87.768135,-0.04270014,-0.009435533,-0.009091806
87.78447,-0.043179285,-0.008989589,-0.00938268
87.80127,-0.043581236,-0.009076134,-0.009853342
87.818306,-0.04408584,-0.008611764,-0.010408394
87.834885,-0.044100303,-0.007909356,-0.010677307
87.851234,-0.04425122,-0.0073534916,-0.011319405
87.86855,-0.044539616,-0.006742066,-0.01189227
87.88454,-0.044786654,-0.006406323,-0.012197174
87.901245,-0.04469233,-0.005567521,-0.012887724
87.91802,-0.044978272,-0.005150521,-0.013318648
87.93482,-0.044569496,-0.004252608,-0.014075109
87.95103,-0.044128064,-0.0036263668,-0.014826664
87.96777,-0.043735698,-0.0031526817,-0.015271733
87.9847,-0.043839104,-0.0019010258,-0.01617281
88.00142,-0.043402407,-0.0013764723,-0.016957976
88.01821,-0.04280708,-0.0011792717,-0.017306864
88.0349,-0.042029582,0.00017351641,-0.01821534
88.05161,-0.041244883,0.0007770205,-0.019028157
88.06813,-0.041196223,0.00063433126,-0.019398557
88.08478,-0.040034007,0.001559001,-0.02013817
88.10185,-0.03881824,0.0025014665,-0.020959483
88.11846,-0.038933307,0.0028793383,-0.02138438
88.13518,-0.03805245,0.0033258628,-0.021781776
88.15227,-0.03630429,0.0039456026,-0.022718864
88.16814,-0.036158457,0.0044166516,-0.023128688
88.185616,-0.0348664,0.0055212835,-0.023777599
88.20136,-0.033733528,0.005779164,-0.024383565
88.21853,-0.03341224,0.006232429,-0.024692608
88.23511,-0.032936968,0.006414782,-0.02499277
88.25193,-0.030474013,0.007893076,-0.026080377
88.268166,-0.029600482,0.008287368,-0.026324905
88.28519,-0.028135441,0.009051552,-0.026753725
88.30143,-0.026498988,0.009773824,-0.027156627
88.31854,-0.027007898,0.009767021,-0.0271594
88.335304,-0.02388214,0.011068955,-0.027586298
88.35131,-0.024405552,0.0110617215,-0.027589165
88.36838,-0.022802148,0.011560193,-0.02769621
88.38476,-0.021295158,0.012562952,-0.02772923
88.40168,-0.019781152,0.013012906,-0.02757533
88.418274,-0.018387599,0.0136159705,-0.027375441
88.43494,-0.01692308,0.014691733,-0.027058873
88.451645,-0.015965847,0.014785719,-0.026902622
88.46806,-0.01477902,0.015290932,-0.026308153
88.48513,-0.0137264645,0.01579965,-0.0256832
88.50163,-0.013731031,0.015959581,-0.025336642
88.518196,-0.012952229,0.016122552,-0.024653882
88.53494,-0.012114248,0.015848992,-0.023860864
88.55176,-0.011460976,0.015621113,-0.02345069
88.56894,-0.010803937,0.015650392,-0.022720106
88.58553,-0.010352334,0.01508823,-0.022014713
88.60168,-0.010050971,0.014788288,-0.021630067
88.61833,-0.0092275245,0.014144355,-0.02087831
88.63559,-0.008726659,0.013747025,-0.020142449
88.65261,-0.008920287,0.013434715,-0.019722747
88.66823,-0.008569267,0.01234676,-0.018925432
88.6857,-0.008036405,0.011318798,-0.01800097
88.702324,-0.008557413,0.0105016325,-0.017498653
88.71854,-0.008306378,0.009512966,-0.016435407
88.73529,-0.008100023,0.008095088,-0.015287073
88.75158,-0.008673342,0.007409228,-0.014762529
88.768486,-0.008558885,0.006193999,-0.013589064
88.7859,-0.008649666,0.004617677,-0.0124351
88.80179,-0.008880583,0.004066643,-0.011884522
88.81817,-0.009400586,0.00270836,-0.010780099
88.83525,-0.009566127,0.0010511457,-0.009551287
88.851906,-0.009680648,0.0001977467,-0.009036234
88.86814,-0.010178798,-0.001054618,-0.007958596
88.88516,-0.010904477,-0.0016562978,-0.0074688247
88.90178,-0.011263982,-0.0030718714,-0.0064382493
88.91857,-0.012355949,-0.0043420387,-0.005338673
88.93465,-0.012707839,-0.005282772,-0.0046940697
88.952126,-0.013532642,-0.0064292764,-0.0035519744
88.96818,-0.01409121,-0.0076868855,-0.002492985
88.98514,-0.01507012,-0.0085043525,-0.0019412021
89.001526,-0.016083442,-0.010049508,-0.0008675698
89.01854,-0.017041005,-0.0113931,-0.000015433718
89.035194,-0.018059513,-0.012111811,0.0003080633
89.051834,-0.018920068,-0.0129752625,0.00094206433
89.06831,-0.019898836,-0.014638108,0.0014410251
89.085304,-0.020508608,-0.01542193,0.0015006115
89.101685,-0.021552876,-0.016232062,0.0016088532
89.1182,-0.022953628,-0.01742664,0.0016025716
89.13494,-0.02367517,-0.018056428,0.00163772
89.15143,-0.025036626,-0.019166233,0.0016235176
89.16858,-0.026186598,-0.019839305,0.0015409067
89.18479,-0.026788598,-0.020336522,0.0015171655
89.20132,-0.028011944,-0.021093473,0.0013673616
89.21794,-0.028900169,-0.021430206,0.001348784
89.23464,-0.030104576,-0.021866228,0.0011251566
89.25124,-0.030892741,-0.022315105,0.00073406403
89.26843,-0.03170465,-0.022431884,0.0005525651
89.28507,-0.032854926,-0.022795476,0.00019987766
89.301704,-0.033620715,-0.022670535,-0.00023266155
89.318214,-0.03388009,-0.022618854,-0.00052491616
89.33508,-0.034531318,-0.02239023,-0.0010798122
89.35108,-0.035230633,-0.022277242,-0.0015368888
89.368225,-0.036019832,-0.021975795,-0.001850059
89.38575,-0.036596518,-0.020809265,-0.0025583545
89.40153,-0.03737399,-0.020342382,-0.0033376417
89.41838,-0.037834,-0.019988008,-0.0037291425
89.43489,-0.038193684,-0.018737596,-0.004757497
89.45189,-0.038424976,-0.0171602,-0.0058796904
89.46835,-0.038716823,-0.01638894,-0.006426299
89.48472,-0.038797453,-0.01528729,-0.007394883
89.50205,-0.038997177,-0.014180848,-0.008353024
89.51836,-0.038921386,-0.013270824,-0.008875125
89.53482,-0.038591683,-0.011689611,-0.00988723
89.55156,-0.038355127,-0.010519617,-0.010849839
89.568,-0.038414896,-0.0096557895,-0.011286081
89.58489,-0.037701763,-0.008001158,-0.012252068
